Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1385,Ismael Konate,ci CIV,"FW,MF",Empoli,it Serie A,18.0,2006,12,0,116,1.3,0,1,1,0,0,0,0,0,0.2,0.2,0.0,0.2,5,2,7,0.78,0.19,1385,ci CIV,"FW,MF",it Serie A,18,2006,1.3,0,3,2,66.7,2.33,1.55,0.00,0.00,20.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,1385,ci CIV,"FW,MF",it Serie A,18,2006,1.3,15,33,45.5,244,47,1,0.0,0.0,+1.0,2,2,0,0,2,1385,ci CIV,"FW,MF",it Serie A,18,2006,1.3,33,33,0,0,0,1,1,0,0,0,0,0,15,0,1,1385,ci CIV,"FW,MF",it Serie A,18,2006,1.3,3,2.31,2,0,1,0,0,0,1,0.77,1385,ci CIV,"FW,MF",it Serie A,18,2006,1.3,4,2,4,0,0,3,66.7,1,3,2,1,0,4,1,0,1385,ci CIV,"FW,MF",it Serie A,18,2006,1.3,51,3,10,20,22,4,51,2,2,100.0,0,0.0,23,115,74,5,2,2,5,1,35,7,1714,ci CIV,"FW,MF",it Serie A,18,2006,12,116,10,3.4,1.3,0,,0,12,10,23,0.33,1,2,-1,-0.78,-0.09,0.6,2.7,-2.1,-1.62,1385,ci CIV,"FW,MF",it Serie A,18,2006,1.3,0,0,0,5,2,0,1,0,2,0,0,0,3,5,8,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,31.0,1993,25,22,2020,22.4,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,20,105,11,0.00,0.03,1386,cf CTA,"DF,MF",fr Ligue 1,31,1993,22.4,0,8,1,12.5,0.36,0.04,0.00,0.00,13.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,1386,cf CTA,"DF,MF",fr Ligue 1,31,1993,22.4,1668,1803,92.5,26671,8282,0,0.2,1.1,-0.2,5,120,13,2,105,1386,cf CTA,"DF,MF",fr Ligue 1,31,1993,22.4,1803,1745,57,27,2,3,4,8,0,0,0,0,1668,1,10,1386,cf CTA,"DF,MF",fr Ligue 1,31,1993,22.4,24,1.07,20,0,1,2,0,1,0,0.00,1386,cf CTA,"DF,MF",fr Ligue 1,31,1993,22.4,60,38,31,26,3,34,79.4,7,23,6,17,22,82,64,4,1386,cf CTA,"DF,MF",fr Ligue 1,31,1993,22.4,2013,155,672,1133,214,15,2013,15,10,66.7,4,26.7,1301,5734,3107,20,33,0,13,13,1550,11,1715,cf CTA,"DF,MF",fr Ligue 1,31,1993,25,2020,81,66.0,22.4,22,89,18,3,23,0,1.72,41,31,+10,+0.45,-1.03,32.7,30.9,+1.8,+0.08,1386,cf CTA,"DF,MF",fr Ligue 1,31,1993,22.4,1,0,0,19,17,1,4,22,38,0,0,0,108,27,15,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,19.0,2005,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,1387,fr FRA,DF,fr Ligue 1,19,2005,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1387,fr FRA,DF,fr Ligue 1,19,2005,1.5,44,65,67.7,881,175,0,0.0,0.0,0.0,0,1,0,0,3,1387,fr FRA,DF,fr Ligue 1,19,2005,1.5,65,47,18,1,0,0,0,17,0,0,0,0,44,0,6,1387,fr FRA,DF,fr Ligue 1,19,2005,1.5,1,0.68,1,0,0,0,0,0,0,0.00,1387,fr FRA,DF,fr Ligue 1,19,2005,1.5,5,3,4,1,0,5,60.0,2,2,1,1,1,6,5,0,1387,fr FRA,DF,fr Ligue 1,19,2005,1.5,86,11,38,39,9,1,86,2,1,50.0,1,50.0,39,150,25,0,0,0,5,1,42,1,1716,fr FRA,DF,fr Ligue 1,19,2005,4,133,33,4.3,1.5,1,60,0,3,24,5,1.50,2,2,0,0.00,+0.43,1.7,2.5,-0.8,-0.56,1387,fr FRA,DF,fr Ligue 1,19,2005,1.5,0,0,0,3,3,0,0,1,3,0,0,0,7,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19.0,2005,24,17,1293,14.4,0,0,0,0,0,0,3,1,0.5,0.5,0.3,0.9,19,68,12,0.00,0.06,1388,ml MLI,MF,fr Ligue 1,19,2005,14.4,0,14,4,28.6,0.97,0.28,0.00,0.00,26.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,1388,ml MLI,MF,fr Ligue 1,19,2005,14.4,518,602,86.0,8977,2485,0,0.3,0.5,-0.3,8,53,8,0,68,1388,ml MLI,MF,fr Ligue 1,19,2005,14.4,602,590,11,7,3,3,3,2,0,0,0,0,518,1,3,1388,ml MLI,MF,fr Ligue 1,19,2005,14.4,28,1.95,19,1,2,2,1,3,2,0.14,1388,ml MLI,MF,fr Ligue 1,19,2005,14.4,49,32,32,16,1,35,62.9,13,18,4,14,19,68,38,2,1388,ml MLI,MF,fr Ligue 1,19,2005,14.4,788,61,242,463,99,3,788,25,15,60.0,6,24.0,469,3013,1399,19,15,0,19,12,526,12,1717,ml MLI,MF,fr Ligue 1,19,2005,24,1293,54,42.3,14.4,17,68,2,7,20,3,0.83,13,14,-1,-0.07,+0.59,19.3,23.2,-4.0,-0.28,1388,ml MLI,MF,fr Ligue 1,19,2005,14.4,3,1,0,19,52,0,3,19,32,0,1,0,79,22,22,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22.0,2002,8,3,360,4.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.6,2,10,10,0.00,0.16,1389,ca CAN,"MF,FW",fr Ligue 1,22,2002,4.0,0,4,0,0.0,1.00,0.00,0.00,,22.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,1389,ca CAN,"MF,FW",fr Ligue 1,22,2002,4.0,156,180,86.7,2484,457,0,0.4,0.2,-0.4,4,9,1,0,10,1389,ca CAN,"MF,FW",fr Ligue 1,22,2002,4.0,180,176,4,2,1,0,3,0,0,0,0,0,156,0,3,1389,ca CAN,"MF,FW",fr Ligue 1,22,2002,4.0,6,1.50,3,1,0,1,1,0,0,0.00,1389,ca CAN,"MF,FW",fr Ligue 1,22,2002,4.0,8,4,3,3,2,4,75.0,1,4,1,3,4,12,2,1,1389,ca CAN,"MF,FW",fr Ligue 1,22,2002,4.0,221,6,43,115,65,5,221,8,2,25.0,6,75.0,131,659,237,2,5,2,4,6,170,10,1718,ca CAN,"MF,FW",fr Ligue 1,22,2002,8,360,45,11.8,4.0,3,62,0,5,35,6,1.88,5,4,+1,+0.25,-0.62,7.0,7.8,-0.8,-0.20,1389,ca CAN,"MF,FW",fr Ligue 1,22,2002,4.0,0,0,0,4,11,1,3,4,4,0,0,0,14,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,Ismaël Koné,ca CAN,MF,Rennes,fr Ligue 1,22.0,2002,13,4,469,5.2,2,1,3,2,0,0,1,0,0.2,0.2,1.3,1.5,16,30,16,0.58,0.28,1390,ca CAN,MF,fr Ligue 1,22,2002,5.2,2,6,3,50.0,1.15,0.58,0.33,0.67,25.1,0,0,0,0.2,0.2,0.03,+1.8,+1.8,1390,ca CAN,MF,fr Ligue 1,22,2002,5.2,176,208,84.6,3271,662,1,1.3,1.3,-0.3,5,19,3,0,30,1390,ca CAN,MF,fr Ligue 1,22,2002,5.2,208,201,7,5,2,5,2,1,1,0,0,0,176,0,3,1390,ca CAN,MF,fr Ligue 1,22,2002,5.2,10,1.92,10,0,0,0,0,0,1,0.19,1390,ca CAN,MF,fr Ligue 1,22,2002,5.2,9,6,4,4,1,7,71.4,2,9,2,7,4,13,5,0,1390,ca CAN,MF,fr Ligue 1,22,2002,5.2,259,9,48,144,70,6,259,10,6,60.0,3,30.0,171,1283,687,16,9,1,10,5,195,16,1719,ca CAN,MF,fr Ligue 1,22,2002,13,469,36,15.3,5.2,4,69,0,9,21,1,1.38,9,7,+2,+0.38,+0.42,7.7,9.2,-1.5,-0.29,1390,ca CAN,MF,fr Ligue 1,22,2002,5.2,1,0,0,8,8,0,2,4,6,0,1,0,19,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Manu Koné,fr FRA,MF,Roma,it Serie A,23.0,2001,34,31,2572,28.6,2,1,3,2,0,0,6,0,3.4,3.4,1.7,5.0,70,144,50,0.10,0.18,1391,fr FRA,MF,it Serie A,23,2001,28.6,2,34,8,23.5,1.19,0.28,0.06,0.25,19.9,0,0,0,3.4,3.4,0.10,-1.4,-1.4,1391,fr FRA,MF,it Serie A,23,2001,28.6,1160,1273,91.1,18915,4440,1,1.7,1.6,-0.7,19,113,15,1,144,1391,fr FRA,MF,it Serie A,23,2001,28.6,1273,1241,30,29,4,5,2,1,0,0,0,0,1160,2,14,1391,fr FRA,MF,it Serie A,23,2001,28.6,67,2.34,46,1,5,6,6,3,6,0.21,1391,fr FRA,MF,it Serie A,23,2001,28.6,41,26,17,17,7,40,47.5,21,27,4,23,24,65,28,0,1391,fr FRA,MF,it Serie A,23,2001,28.6,1555,34,244,969,374,40,1555,72,30,41.7,27,37.5,1006,6125,2923,70,66,13,54,45,1181,50,1720,fr FRA,MF,it Serie A,23,2001,34,2572,76,75.2,28.6,31,80,20,3,29,1,1.82,41,29,+12,+0.42,-0.54,38.5,29.4,+9.1,+0.32,1391,fr FRA,MF,it Serie A,23,2001,28.6,6,0,0,28,86,2,2,24,26,0,1,0,131,20,33,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,26.0,1997,34,33,2936,32.6,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,24,90,11,0.06,0.05,1392,eng ENG,DF,eng Premier League,26,1997,32.6,2,11,5,45.5,0.34,0.15,0.18,0.40,8.8,0,0,0,1.3,1.3,0.12,+0.7,+0.7,1392,eng ENG,DF,eng Premier League,26,1997,32.6,1555,1673,92.9,26299,8781,0,0.4,0.6,-0.4,6,106,2,0,90,1392,eng ENG,DF,eng Premier League,26,1997,32.6,1673,1538,134,84,6,0,5,34,0,0,0,0,1555,1,21,1392,eng ENG,DF,eng Premier League,26,1997,32.6,24,0.74,19,2,1,2,0,0,3,0.09,1392,eng ENG,DF,eng Premier League,26,1997,32.6,34,18,20,10,4,25,80.0,5,20,11,9,24,58,114,4,1392,eng ENG,DF,eng Premier League,26,1997,32.6,1915,250,883,934,107,22,1915,18,8,44.4,7,38.9,1132,5817,3008,24,15,2,17,10,1338,11,1723,eng ENG,DF,eng Premier League,26,1997,34,2936,86,85.8,32.6,33,88,32,1,45,1,1.76,48,45,+3,+0.09,-0.65,46.5,43.4,+3.1,+0.10,1392,eng ENG,DF,eng Premier League,26,1997,32.6,1,0,0,9,47,1,5,24,18,0,0,0,97,31,23,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,26.0,1998,28,23,1994,22.2,3,3,6,3,0,0,3,0,3.9,3.9,2.9,6.8,32,89,127,0.27,0.31,1393,nl NED,"MF,FW",it Serie A,26,1998,22.2,3,42,10,23.8,1.90,0.45,0.07,0.30,18.2,2,0,0,3.9,3.9,0.09,-0.9,-0.9,1393,nl NED,"MF,FW",it Serie A,26,1998,22.2,761,953,79.9,12045,3133,3,2.9,3.8,+0.1,38,63,18,3,89,1393,nl NED,"MF,FW",it Serie A,26,1998,22.2,953,819,129,34,4,3,113,18,74,44,28,0,761,5,12,1393,nl NED,"MF,FW",it Serie A,26,1998,22.2,63,2.84,39,17,2,2,2,1,3,0.14,1393,nl NED,"MF,FW",it Serie A,26,1998,22.2,32,16,6,19,7,30,33.3,20,36,14,22,8,40,26,2,1393,nl NED,"MF,FW",it Serie A,26,1998,22.2,1170,38,180,529,468,50,1170,22,10,45.5,11,50.0,591,2741,1266,32,28,5,40,16,790,127,1724,nl NED,"MF,FW",it Serie A,26,1998,28,1994,71,58.3,22.2,23,80,15,5,33,1,1.75,33,19,+14,+0.63,+0.06,28.6,18.8,+9.8,+0.44,1393,nl NED,"MF,FW",it Serie A,26,1998,22.2,3,0,0,32,9,3,113,8,16,0,0,0,51,22,22,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,Kacper Koscierski,de GER,DF,Bochum,de Bundesliga,17.0,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1394,de GER,DF,de Bundesliga,17,2007,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1394,de GER,DF,de Bundesliga,17,2007,0.1,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1394,de GER,DF,de Bundesliga,17,2007,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,de GER,DF,de Bundesliga,17,2007,0.1,0,0.00,0,0,0,0,0,0,0,0.00,1394,de GER,DF,de Bundesliga,17,2007,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1394,de GER,DF,de Bundesliga,17,2007,0.1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1725,de GER,DF,de Bundesliga,17,2007,1,7,7,0.2,0.1,0,,0,1,7,0,3.00,0,0,0,0.00,+1.00,0.1,0.0,+0.1,+1.17,1394,de GER,DF,de Bundesliga,17,2007,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,23.0,2001,18,12,1125,12.5,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,13,46,14,0.00,0.04,1395,ci CIV,DF,it Serie A,23,2001,12.5,0,6,4,66.7,0.48,0.32,0.00,0.00,17.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,1395,ci CIV,DF,it Serie A,23,2001,12.5,599,679,88.2,10625,3587,0,0.0,0.2,0.0,1,53,2,0,46,1395,ci CIV,DF,it Serie A,23,2001,12.5,679,653,25,16,1,3,3,9,0,0,0,0,599,1,6,1395,ci CIV,DF,it Serie A,23,2001,12.5,7,0.56,6,0,1,0,0,0,0,0.00,1395,ci CIV,DF,it Serie A,23,2001,12.5,16,11,8,6,2,13,46.2,7,16,6,10,13,29,25,1,1395,ci CIV,DF,it Serie A,23,2001,12.5,790,49,274,426,93,15,790,12,5,41.7,7,58.3,456,2228,1135,13,7,4,12,3,532,14,1726,ci CIV,DF,it Serie A,23,2001,18,1125,63,32.9,12.5,12,81,8,6,26,2,2.22,25,15,+10,+0.80,-0.42,22.6,12.6,+10.0,+0.80,1395,ci CIV,DF,it Serie A,23,2001,12.5,1,0,0,15,6,1,3,13,11,0,0,0,62,23,17,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,26.0,1997,18,5,622,6.9,0,1,1,0,0,0,1,0,1.1,1.1,1.5,2.5,7,16,46,0.14,0.37,1396,ci CIV,"FW,MF",it Serie A,26,1997,6.9,0,11,1,9.1,1.59,0.14,0.00,0.00,14.3,0,0,0,1.1,1.1,0.10,-1.1,-1.1,1396,ci CIV,"FW,MF",it Serie A,26,1997,6.9,137,197,69.5,2017,386,1,1.5,0.7,-0.5,9,10,4,1,16,1396,ci CIV,"FW,MF",it Serie A,26,1997,6.9,197,188,7,1,0,0,6,6,0,0,0,0,137,2,4,1396,ci CIV,"FW,MF",it Serie A,26,1997,6.9,22,3.19,18,0,2,1,1,0,0,0.00,1396,ci CIV,"FW,MF",it Serie A,26,1997,6.9,13,8,4,4,5,3,0.0,3,3,1,2,2,15,10,0,1396,ci CIV,"FW,MF",it Serie A,26,1997,6.9,286,10,28,127,132,35,286,20,7,35.0,11,55.0,151,713,288,7,6,3,17,13,205,46,1730,ci CIV,"FW,MF",it Serie A,26,1997,18,622,35,18.2,6.9,5,74,1,13,19,3,1.78,10,1,+9,+1.30,+0.98,9.2,5.1,+4.0,+0.59,1396,ci CIV,"FW,MF",it Serie A,26,1997,6.9,1,0,0,13,14,2,6,2,8,0,0,0,20,29,19,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,Christian Kouamé,ci CIV,"FW,MF",Empoli,it Serie A,26.0,1997,8,5,507,5.6,1,0,1,1,0,0,0,0,2.7,2.7,0.7,3.3,5,13,39,0.18,0.59,1397,ci CIV,"FW,MF",it Serie A,26,1997,5.6,1,16,5,31.3,2.84,0.89,0.06,0.20,14.3,0,0,0,2.7,2.7,0.17,-1.7,-1.7,1397,ci CIV,"FW,MF",it Serie A,26,1997,5.6,93,153,60.8,1277,304,0,0.7,0.6,-0.7,8,9,8,1,13,1397,ci CIV,"FW,MF",it Serie A,26,1997,5.6,153,146,6,0,1,2,2,4,0,0,0,0,93,1,2,1397,ci CIV,"FW,MF",it Serie A,26,1997,5.6,23,4.08,15,0,3,2,2,1,0,0.00,1397,ci CIV,"FW,MF",it Serie A,26,1997,5.6,5,4,0,3,2,4,50.0,2,4,2,2,0,5,4,0,1397,ci CIV,"FW,MF",it Serie A,26,1997,5.6,217,6,10,104,105,22,217,13,5,38.5,7,53.8,114,568,245,5,4,1,13,7,171,39,1731,ci CIV,"FW,MF",it Serie A,26,1997,8,507,63,14.8,5.6,5,79,3,3,37,0,0.38,1,11,-10,-1.78,-1.28,6.2,8.5,-2.2,-0.40,1397,ci CIV,"FW,MF",it Serie A,26,1997,5.6,0,0,0,7,15,2,2,0,4,0,0,0,18,48,24,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,24.0,1999,21,4,748,8.3,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,19,23,48,0.00,0.10,1398,de GER,DF,de Bundesliga,24,1999,8.3,0,2,0,0.0,0.24,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,1398,de GER,DF,de Bundesliga,24,1999,8.3,283,359,78.8,4431,1567,0,0.8,0.8,-0.8,10,10,12,6,23,1398,de GER,DF,de Bundesliga,24,1999,8.3,359,301,57,2,0,0,24,55,0,0,0,0,283,1,10,1398,de GER,DF,de Bundesliga,24,1999,8.3,18,2.17,15,0,1,1,0,1,2,0.24,1398,de GER,DF,de Bundesliga,24,1999,8.3,18,10,6,11,1,19,57.9,8,8,2,6,15,33,37,0,1398,de GER,DF,de Bundesliga,24,1999,8.3,469,32,134,189,148,12,469,17,8,47.1,8,47.1,220,1208,577,19,12,4,14,2,240,48,1732,de GER,DF,de Bundesliga,24,1999,21,748,36,24.4,8.3,4,78,1,17,26,5,1.24,11,12,-1,-0.12,+0.46,11.6,11.9,-0.3,-0.04,1398,de GER,DF,de Bundesliga,24,1999,8.3,1,0,0,7,5,2,24,15,10,0,0,0,39,8,7,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,20.0,2003,30,28,2468,27.4,0,2,2,0,0,0,4,0,1.0,1.0,1.0,1.9,20,104,8,0.07,0.07,1399,gr GRE,DF,de Bundesliga,20,2003,27.4,0,22,3,13.6,0.80,0.11,0.00,0.00,16.4,0,0,0,1.0,1.0,0.04,-1.0,-1.0,1399,gr GRE,DF,de Bundesliga,20,2003,27.4,1292,1557,83.0,26360,9632,2,1.0,0.8,+1.0,10,103,12,4,104,1399,gr GRE,DF,de Bundesliga,20,2003,27.4,1557,1434,118,34,1,30,13,17,0,0,0,0,1292,5,9,1399,gr GRE,DF,de Bundesliga,20,2003,27.4,31,1.13,24,2,0,4,0,1,4,0.15,1399,gr GRE,DF,de Bundesliga,20,2003,27.4,40,20,25,13,2,40,62.5,15,34,14,20,33,73,147,2,1399,gr GRE,DF,de Bundesliga,20,2003,27.4,1886,283,957,839,97,30,1886,12,7,58.3,5,41.7,1049,5137,2681,20,17,0,18,2,1205,8,1733,gr GRE,DF,de Bundesliga,20,2003,30,2468,82,80.7,27.4,28,86,24,2,26,1,1.33,44,40,+4,+0.15,+0.45,35.8,42.4,-6.6,-0.24,1399,gr GRE,DF,de Bundesliga,20,2003,27.4,4,0,0,24,13,2,13,33,20,0,0,0,93,59,39,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18.0,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1400,fr FRA,DF,fr Ligue 1,18,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1400,fr FRA,DF,fr Ligue 1,18,2006,0.1,8,9,88.9,101,26,0,0.0,0.0,0.0,0,0,0,0,0,1400,fr FRA,DF,fr Ligue 1,18,2006,0.1,9,7,2,0,0,0,0,2,0,0,0,0,8,0,0,1400,fr FRA,DF,fr Ligue 1,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,1400,fr FRA,DF,fr Ligue 1,18,2006,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1400,fr FRA,DF,fr Ligue 1,18,2006,0.1,9,0,3,5,1,0,9,0,0,,0,,4,12,2,0,0,0,0,1,8,0,1734,fr FRA,DF,fr Ligue 1,18,2006,1,12,12,0.4,0.1,0,,0,1,12,1,3.00,0,0,0,0.00,-0.80,0.3,0.0,+0.3,+2.20,1400,fr FRA,DF,fr Ligue 1,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
